show,season,number,name,air_date,watched
Hunter x Hunter (2011),2,75,Deadline x To x Live,6/11/2014,TRUE
Hunter x Hunter (2011),2,76,The Word x Is x You,6/18/2014,TRUE
Hunter x Hunter (2011),2,77,This Person x And x This Moment,6/25/2014,TRUE
Hunter x Hunter (2011),2,78,Homecoming x And x True Name,7/2/2014,TRUE
Hunter x Hunter (2011),3,1,Debate x Among x Zodiacs,7/9/2014,TRUE
Hunter x Hunter (2011),3,2,Request x And x Wish,7/16/2014,TRUE
Hunter x Hunter (2011),3,3,Alluka x And x Something,7/23/2014,TRUE
Hunter x Hunter (2011),3,4,Joining the Fray x And x Open Hostilities,7/30/2014,TRUE
Hunter x Hunter (2011),3,5,Magician x And x Butler,8/6/2014,TRUE
Hunter x Hunter (2011),3,6,Needles x And x Debt,8/13/2014,TRUE
Hunter x Hunter (2011),3,7,Sin x And x Claw,8/20/2014,TRUE
Hunter x Hunter (2011),3,8,Approval x And x Coalition,8/27/2014,TRUE
Hunter x Hunter (2011),3,9,Defeat x And x Reunion,9/3/2014,TRUE
Hunter x Hunter (2011),3,10,Chairman x And x Release,9/10/2014,TRUE
Hunter x Hunter (2011),3,11,Salvation x And x Future,9/17/2014,TRUE
Hunter x Hunter (2011),3,12,Past x And x Future,9/24/2014,TRUE
Justice League,1,1,Secret Origins (1),11/17/2001,TRUE
Justice League,1,2,Secret Origins (2),11/17/2001,TRUE
Justice League,1,3,Secret Origins (3),11/17/2001,TRUE
Justice League,1,4,In Blackest Night (1),11/19/2001,TRUE
Justice League,1,5,In Blackest Night (2),11/26/2001,TRUE
Justice League,1,6,The Enemy Below (1),12/3/2001,TRUE
Justice League,1,7,The Enemy Below (2),12/10/2001,TRUE
Justice League,1,8,Paradise Lost (1),1/21/2002,TRUE
Justice League,1,9,Paradise Lost (2),1/28/2002,TRUE
Justice League,1,10,War World (1),2/23/2002,TRUE
Justice League,1,11,War World (2),3/3/2002,TRUE
Justice League,1,12,The Brave and the Bold (1),3/10/2002,TRUE
Justice League,1,13,The Brave and the Bold (2),3/17/2002,TRUE
Justice League,1,14,Fury (1),4/7/2002,TRUE
Justice League,1,15,Fury (2),4/14/2002,TRUE
Justice League,1,16,Legends (1),4/21/2002,TRUE
Justice League,1,17,Legends (2),4/28/2002,TRUE
Justice League,1,18,Injustice for All (1),9/6/2002,TRUE
Justice League,1,19,Injustice for All (2),9/13/2002,TRUE
Justice League,1,20,A Knight of Shadows (1),9/20/2002,TRUE
Justice League,1,21,A Knight of Shadows (2),9/27/2002,TRUE
Justice League,1,22,Metamorphosis (1),10/4/2002,TRUE
Justice League,1,23,Metamorphosis (2),10/11/2002,TRUE
Justice League,1,24,The Savage Time (1),11/9/2002,TRUE
Justice League,1,25,The Savage Time (2),11/9/2002,TRUE
Justice League,1,26,The Savage Time (3),11/9/2002,TRUE
Justice League,2,1,Twilight (1),7/5/2003,TRUE
Justice League,2,2,Twilight (2),7/5/2003,TRUE
Justice League,2,3,Tabula Rasa (1),10/4/2003,TRUE
Justice League,2,4,Tabula Rasa (2),10/4/2003,TRUE
Justice League,2,5,Only a Dream (1),10/11/2003,TRUE
Justice League,2,6,Only a Dream (2),10/11/2003,TRUE
Justice League,2,7,Maid of Honor (1),10/18/2003,TRUE
Justice League,2,8,Maid of Honor (2),10/18/2003,TRUE
Justice League,2,9,Hearts and Minds (1),10/25/2003,TRUE
Justice League,2,10,Hearts and Minds (2),10/25/2003,TRUE
Justice League,2,11,A Better World (1),11/1/2003,TRUE
Justice League,2,12,A Better World (2),11/1/2003,TRUE
Justice League,2,13,Eclipsed (1),11/8/2003,TRUE
Justice League,2,14,Eclipsed (2),11/8/2003,TRUE
Justice League,2,15,The Terror Beyond (1),11/15/2003,TRUE
Justice League,2,16,The Terror Beyond (2),11/15/2003,TRUE
Justice League,2,17,Secret Society (1),11/22/2003,TRUE
Justice League,2,18,Secret Society (2),11/22/2003,TRUE
Justice League,2,19,Hereafter (1),11/29/2003,TRUE
Justice League,2,20,Hereafter (2),11/29/2003,TRUE
Justice League,2,21,Wild Cards (1),12/6/2003,TRUE
Justice League,2,22,Wild Cards (2),12/6/2003,TRUE
Justice League,2,23,Comfort and Joy,12/13/2003,TRUE
Justice League,2,24,Starcrossed (1),5/29/2004,TRUE
Justice League,2,25,Starcrossed (2),5/29/2004,TRUE
Justice League,2,26,Starcrossed (3),5/29/2004,TRUE
Justice League,3,1,Initiation,7/31/2004,TRUE
Justice League,3,2,For the Man Who Has Everything,8/7/2004,TRUE
Justice League,3,3,Kid Stuff,8/14/2004,TRUE
Justice League,3,4,Hawk and Dove,8/21/2004,TRUE
Justice League,3,5,This Little Piggy,8/28/2004,TRUE
Justice League,3,6,Fearful Symmetry,9/4/2004,TRUE
Justice League,3,7,The Greatest Story Never Told,9/11/2004,TRUE
Justice League,3,8,The Return,9/18/2004,TRUE
Justice League,3,9,Ultimatum,12/4/2004,TRUE
Justice League,3,10,Dark Heart,12/11/2004,TRUE
Justice League,3,11,Wake the Dead,12/18/2004,TRUE
Justice League,3,12,The Once and Future Thing: Weird Western Tales (1),1/22/2005,TRUE
Justice League,3,13,The Once and Future Thing: Time Warped (2),1/29/2005,TRUE
Justice League,4,1,The Cat and the Canary,2/5/2005,TRUE
Justice League,4,2,The Ties That Bind,2/12/2005,TRUE
Justice League,4,3,The Doomsday Sanction,2/19/2005,TRUE
Justice League,4,4,Task Force X,5/21/2005,TRUE
Justice League,4,5,The Balance,5/28/2005,TRUE
Justice League,4,6,Double Date,6/4/2005,TRUE
Justice League,4,7,Clash,6/11/2005,TRUE
Justice League,4,8,Hunter's Moon,6/18/2005,TRUE
Justice League,4,9,Question Authority,6/25/2005,TRUE
Justice League,4,10,Flashpoint,7/2/2005,TRUE
Justice League,4,11,Panic in the Sky,7/9/2005,TRUE
Justice League,4,12,Divided We Fall,7/16/2005,TRUE
Justice League,4,13,Epilogue,7/23/2005,TRUE
Justice League,5,1,I Am Legion,9/17/2005,TRUE
Justice League,5,2,Shadow of the Hawk,9/17/2005,TRUE
Justice League,5,3,Chaos at the Earth's Core,9/24/2005,TRUE
Justice League,5,4,To Another Shore,9/24/2005,TRUE
Justice League,5,5,Flash and Substance,2/11/2006,TRUE
Justice League,5,6,Dead Reckoning,2/18/2006,TRUE
Justice League,5,7,Patriot Act,2/25/2006,TRUE
Justice League,5,8,The Great Brain Robbery,3/4/2006,TRUE
Justice League,5,9,Grudge Match,3/11/2006,TRUE
Justice League,5,10,Far from Home,4/15/2006,TRUE
Justice League,5,11,Ancient History,4/29/2006,TRUE
Justice League,5,12,Alive!,5/6/2006,TRUE
Justice League,5,13,Destroyer,5/13/2006,TRUE
Legion,1,1,Chapter 1,2/8/2017,TRUE
Legion,1,2,Chapter 2,2/15/2017,TRUE
Legion,1,3,Chapter 3,2/22/2017,TRUE
Legion,1,4,Chapter 4,3/1/2017,TRUE
Legion,1,5,Chapter 5,3/8/2017,TRUE
Legion,1,6,Chapter 6,3/15/2017,TRUE
Legion,1,7,Chapter 7,3/22/2017,TRUE
Legion,1,8,Chapter 8,3/29/2017,TRUE
Legion,2,1,Chapter 9,4/3/2018,TRUE
Legion,2,2,Chapter 10,4/10/2018,TRUE
Legion,2,3,Chapter 11,4/17/2018,TRUE
Legion,2,4,Chapter 12,4/24/2018,TRUE
Legion,2,5,Chapter 13,5/1/2018,TRUE
Legion,2,6,Chapter 14,5/8/2018,TRUE
Legion,2,7,Chapter 15,5/15/2018,TRUE
Legion,2,8,Chapter 16,5/22/2018,TRUE
Legion,2,9,Chapter 17,5/29/2018,TRUE
Legion,2,10,Chapter 18,6/5/2018,TRUE
Legion,2,11,Chapter 19,6/12/2018,TRUE
Legion,3,1,Chapter 20,6/24/2019,TRUE
Legion,3,2,Chapter 21,7/1/2019,TRUE
Legion,3,3,Chapter 22,7/8/2019,TRUE
Legion,3,4,Chapter 23,7/15/2019,TRUE
Legion,3,5,Chapter 24,7/22/2019,TRUE
Legion,3,6,Chapter 25,7/29/2019,TRUE
Legion,3,7,Chapter 26,8/5/2019,TRUE
Legion,3,8,Chapter 27,8/12/2019,TRUE
Limitless,1,1,Pilot,9/22/2015,TRUE
Limitless,1,2,Badge! Gun!,9/29/2015,TRUE
Limitless,1,3,The Legend of Marcos Ramos,10/6/2015,TRUE
Limitless,1,4,Page 44,10/13/2015,TRUE
Limitless,1,5,Personality Crisis,10/20/2015,TRUE
Limitless,1,6,Side Effects May Include…,10/27/2015,TRUE
Limitless,1,7,Brian Finch's Black Op,11/3/2015,TRUE
Limitless,1,8,When Pirates Pirate Pirates,11/10/2015,TRUE
Limitless,1,9,Headquarters!,11/17/2015,TRUE
Limitless,1,10,Arm-ageddon,11/24/2015,TRUE
Limitless,1,11,This Is Your Brian on Drugs,12/15/2015,TRUE
Limitless,1,12,The Assassination of Eddie Morra,1/5/2016,TRUE
Limitless,1,13,Stop Me Before I Hug Again,1/19/2016,TRUE
Limitless,1,14,Fundamentals of Naked Portraiture,2/9/2016,TRUE
Limitless,1,15,Undercover!,2/16/2016,TRUE
Limitless,1,16,Sands Agent of Morra,2/23/2016,TRUE
Limitless,1,17,Close Encounters,3/8/2016,TRUE
Limitless,1,18,Bezgranichnyy,3/15/2016,TRUE
Limitless,1,19,A Dog's Breakfast,3/22/2016,TRUE
Limitless,1,20,Hi My Name Is Rebecca Harris,4/5/2016,TRUE
Limitless,1,21,Finale: Part One!,4/19/2016,TRUE
Limitless,1,22,Finale: Part Two!!,4/26/2016,TRUE
Locke & Key,1,1,Welcome to Matheson,2/7/2020,TRUE
Locke & Key,1,2,Trapper / Keeper,2/7/2020,TRUE
Locke & Key,1,3,Head Games,2/7/2020,TRUE
Locke & Key,1,4,The Keepers of the Keys,2/7/2020,TRUE
Locke & Key,1,5,Family Tree,2/7/2020,TRUE
Locke & Key,1,6,The Black Door,2/7/2020,TRUE
Locke & Key,1,7,Dissection,2/7/2020,TRUE
Locke & Key,1,8,Ray of F'ing Sunshine,2/7/2020,TRUE
Locke & Key,1,9,Echoes,2/7/2020,TRUE
Locke & Key,1,10,Crown of Shadows,2/7/2020,TRUE
Locke & Key,2,1,The Premiere,10/22/2021,TRUE
Locke & Key,2,2,The Head and the Heart,10/22/2021,TRUE
Locke & Key,2,3,Small World,10/22/2021,TRUE
Locke & Key,2,4,Forget Me Not,10/22/2021,TRUE
Locke & Key,2,5,Past is Prologue,10/22/2021,TRUE
Locke & Key,2,6,The Maze,10/22/2021,TRUE
Locke & Key,2,7,Best Laid Plans,10/22/2021,TRUE
Locke & Key,2,8,Irons in the Fire,10/22/2021,TRUE
Locke & Key,2,9,Alpha & Omega,10/22/2021,TRUE
Locke & Key,2,10,Cliffhanger,10/22/2021,TRUE
Locke & Key,3,1,The Snow Globe,8/10/2022,TRUE
Locke & Key,3,2,Wedding Crashers,8/10/2022,TRUE
Locke & Key,3,3,Five Minutes Past,8/10/2022,TRUE
Locke & Key,3,4,Deep Cover,8/10/2022,TRUE
Locke & Key,3,5,Siege,8/10/2022,TRUE
Locke & Key,3,6,Free Bird,8/10/2022,TRUE
Locke & Key,3,7,Curtain,8/10/2022,TRUE
Locke & Key,3,8,Farewell,8/10/2022,TRUE
Lockwood & Co.,1,1,This Will Be Us,1/27/2023,TRUE
Lockwood & Co.,1,2,Let Go Of Me,1/27/2023,TRUE
Lockwood & Co.,1,3,Doubt Thou The Stars,1/27/2023,TRUE
Lockwood & Co.,1,4,Sweet Dreams,1/27/2023,TRUE
Lockwood & Co.,1,5,Death Is Coming,1/27/2023,TRUE
Lockwood & Co.,1,6,You Never Asked,1/27/2023,TRUE
Lockwood & Co.,1,7,Mesmerised,1/27/2023,TRUE
Lockwood & Co.,1,8,Not The Eternal,1/27/2023,TRUE
Loki,1,1,Glorious Purpose,6/9/2021,TRUE
Loki,1,2,The Variant,6/16/2021,TRUE
Loki,1,3,Lamentis,6/23/2021,TRUE
Loki,1,4,The Nexus Event,6/30/2021,TRUE
Loki,1,5,Journey Into Mystery,7/7/2021,TRUE
Loki,1,6,For All Time. Always.,7/14/2021,TRUE
Loki,2,1,Ouroboros,10/5/2023,TRUE
Loki,2,2,Breaking Brad,10/12/2023,TRUE
Loki,2,3,1893,10/19/2023,TRUE
Loki,2,4,Heart of the TVA,10/26/2023,TRUE
Loki,2,5,Science/Fiction,11/2/2023,TRUE
Loki,2,6,Glorious Purpose,11/9/2023,TRUE
Lost,1,1,Pilot (1),9/22/2004,TRUE
Lost,1,2,Pilot (2),9/29/2004,TRUE
Lost,1,3,Tabula Rasa,10/6/2004,TRUE
Lost,1,4,Walkabout,10/13/2004,TRUE
Lost,1,5,White Rabbit,10/20/2004,TRUE
Lost,1,6,House of the Rising Sun,10/27/2004,TRUE
Lost,1,7,The Moth,11/3/2004,TRUE
Lost,1,8,Confidence Man,11/10/2004,TRUE
Lost,1,9,Solitary,11/17/2004,TRUE
Lost,1,10,Raised by Another,12/1/2004,TRUE
Lost,1,11,All the Best Cowboys Have Daddy Issues,12/8/2004,TRUE
Lost,1,12,Whatever the Case May Be,1/5/2005,TRUE
Lost,1,13,Hearts and Minds,1/12/2005,TRUE
Lost,1,14,Special,1/19/2005,TRUE
Lost,1,15,Homecoming,2/9/2005,TRUE
Lost,1,16,Outlaws,2/16/2005,TRUE
Lost,1,17,...In Translation,2/23/2005,TRUE
Lost,1,18,Numbers,3/2/2005,TRUE
Lost,1,19,Deus Ex Machina,3/30/2005,TRUE
Lost,1,20,Do No Harm,4/6/2005,TRUE
Lost,1,21,The Greater Good (a.k.a. Sides),5/4/2005,TRUE
Lost,1,22,Born to Run,5/11/2005,TRUE
Lost,1,23,Exodus (1),5/18/2005,TRUE
Lost,1,24,Exodus (2),5/25/2005,TRUE
Lost,1,24,Exodus (2),5/25/2005,TRUE
Lost,2,1,Man of Science Man of Faith,9/21/2005,TRUE
Lost,2,2,Adrift,9/28/2005,TRUE
Lost,2,3,Orientation,10/5/2005,TRUE
Lost,2,4,Everybody Hates Hugo,10/12/2005,TRUE
Lost,2,5,...And Found,10/19/2005,TRUE
Lost,2,6,Abandoned,11/9/2005,TRUE
Lost,2,7,The Other 48 Days,11/16/2005,TRUE
Lost,2,8,Collision (a.k.a. Old Habits),11/23/2005,TRUE
Lost,2,9,What Kate Did,11/30/2005,TRUE
Lost,2,10,The 23rd Psalm,1/11/2006,TRUE
Lost,2,11,The Hunting Party,1/18/2006,TRUE
Lost,2,12,Fire + Water,1/25/2006,TRUE
Lost,2,13,The Long Con,2/8/2006,TRUE
Lost,2,14,One of Them,2/15/2006,TRUE
Lost,2,15,Maternity Leave,3/1/2006,TRUE
Lost,2,16,The Whole Truth,3/22/2006,TRUE
Lost,2,17,Lockdown,3/29/2006,TRUE
Lost,2,18,Dave,4/5/2006,TRUE
Lost,2,19,S.O.S.,4/12/2006,TRUE
Lost,2,20,Two for the Road,5/3/2006,TRUE
Lost,2,21,?,5/10/2006,TRUE
Lost,2,22,Three Minutes,5/17/2006,TRUE
Lost,2,23,Live Together Die Alone (1),5/24/2006,TRUE
Lost,2,24,Live Together Die Alone (2),5/24/2006,TRUE
Lost,3,1,A Tale of Two Cities,10/4/2006,TRUE
Lost,3,2,The Glass Ballerina,10/11/2006,TRUE
Lost,3,3,Further Instructions,10/18/2006,TRUE
Lost,3,4,Every Man for Himself,10/25/2006,TRUE
Lost,3,5,The Cost of Living,11/1/2006,TRUE
Lost,3,6,I Do,11/8/2006,TRUE
Lost,3,7,Not In Portland,2/7/2007,TRUE
Lost,3,8,Flashes Before Your Eyes,2/14/2007,TRUE
Lost,3,9,Stranger In A Strange Land,2/21/2007,TRUE
Lost,3,10,Tricia Tanaka is Dead,2/28/2007,TRUE
Lost,3,11,Enter 77,3/7/2007,TRUE
Lost,3,12,Par Avion,3/14/2007,TRUE
Lost,3,13,The Man From Tallahassee,3/21/2007,TRUE
Lost,3,14,Exposé,3/28/2007,TRUE
Lost,3,15,Left Behind,4/4/2007,TRUE
Lost,3,16,One of Us,4/11/2007,TRUE
Lost,3,17,Catch-22,4/18/2007,TRUE
Lost,3,18,D.O.C.,4/25/2007,TRUE
Lost,3,19,The Brig,5/2/2007,TRUE
Lost,3,20,The Man Behind the Curtain,5/9/2007,TRUE
Lost,3,21,Greatest Hits,5/16/2007,TRUE
Lost,3,22,Through The Looking Glass (1),5/23/2007,TRUE
Lost,3,23,Through The Looking Glass (2),5/23/2007,TRUE
Lost,4,1,The Beginning of the End,1/31/2008,TRUE
Lost,4,2,Confirmed Dead,2/7/2008,TRUE
Lost,4,3,The Economist,2/14/2008,TRUE
Lost,4,4,Eggtown,2/21/2008,TRUE
Lost,4,5,The Constant,2/28/2008,TRUE
Lost,4,6,The Other Woman,3/6/2008,TRUE
Lost,4,7,Ji Yeon,3/13/2008,TRUE
Lost,4,8,Meet Kevin Johnson,3/20/2008,TRUE
Lost,4,9,The Shape of Things to Come,4/24/2008,TRUE
Lost,4,10,Something Nice Back Home,5/1/2008,TRUE
Lost,4,11,Cabin Fever,5/8/2008,TRUE
Lost,4,12,There's No Place Like Home (1),5/15/2008,TRUE
Lost,4,13,There's No Place Like Home (2),5/29/2008,TRUE
Lost,4,14,There's No Place Like Home (3),5/29/2008,TRUE
Lost,5,1,Because You Left,1/21/2009,TRUE
Lost,5,2,The Lie,1/21/2009,TRUE
Lost,5,3,Jughead,1/28/2009,TRUE
Lost,5,4,The Little Prince,2/4/2009,TRUE
Lost,5,5,This Place Is Death,2/11/2009,TRUE
Lost,5,6,316,2/18/2009,TRUE
Lost,5,7,The Life and Death of Jeremy Bentham,2/25/2009,TRUE
Lost,5,8,LaFleur,3/4/2009,TRUE
Lost,5,9,Namaste,3/18/2009,TRUE
Lost,5,10,He's Our You,3/25/2009,TRUE
Lost,5,11,Whatever Happened Happened,4/1/2009,TRUE
Lost,5,12,Dead Is Dead,4/8/2009,TRUE
Lost,5,13,Some Like It Hoth,4/15/2009,TRUE
Lost,5,14,The Variable,4/29/2009,TRUE
Lost,5,15,Follow the Leader,5/6/2009,TRUE
Lost,5,16,The Incident (1),5/13/2009,TRUE
Lost,5,17,The Incident (2),5/13/2009,TRUE
Lost,6,1,LA X (1),2/2/2010,TRUE
Lost,6,2,LA X (2),2/2/2010,TRUE
Lost,6,3,What Kate Does,2/9/2010,TRUE
Lost,6,4,The Substitute,2/16/2010,TRUE
Lost,6,5,Lighthouse,2/23/2010,TRUE
Lost,6,6,Sundown,3/2/2010,TRUE
Lost,6,7,Dr. Linus,3/9/2010,TRUE
Lost,6,8,Recon,3/16/2010,TRUE
Lost,6,9,Ab Aeterno,3/23/2010,TRUE
Lost,6,10,The Package,3/30/2010,TRUE
Lost,6,11,Happily Ever After,4/6/2010,TRUE
Lost,6,12,Everybody Loves Hugo,4/13/2010,TRUE
Lost,6,13,The Last Recruit,4/20/2010,TRUE
Lost,6,14,The Candidate,5/4/2010,TRUE
Lost,6,15,Across the Sea,5/11/2010,TRUE
Lost,6,16,What They Died For,5/18/2010,TRUE
Lost,6,17,The End (1),5/23/2010,TRUE
Lost,6,18,The End (2),5/23/2010,TRUE
Luther,1,1,Episode 1,5/4/2010,TRUE
Luther,1,2,Episode 2,5/11/2010,TRUE
Luther,1,3,Episode 3,5/18/2010,TRUE
Luther,1,4,Episode 4,5/25/2010,TRUE
Luther,1,5,Episode 5,6/1/2010,TRUE
Luther,1,6,Episode 6,6/8/2010,TRUE
Luther,2,1,Episode 1,6/14/2011,TRUE
Luther,2,2,Episode 2,6/21/2011,TRUE
Luther,2,3,Episode 3,6/28/2011,TRUE
Luther,2,4,Episode 4,7/5/2011,TRUE
Luther,3,1,Episode 1,7/2/2013,TRUE
Luther,3,2,Episode 2,7/9/2013,TRUE
Luther,3,3,Episode 3,7/16/2013,TRUE
Luther,3,4,Episode 4,7/23/2013,TRUE
Luther,4,1,Episode 1,12/15/2015,TRUE
Luther,4,2,Episode 2,12/22/2015,TRUE
Luther,5,1,Episode 1,1/1/2019,TRUE
Luther,5,2,Episode 2,1/2/2019,TRUE
Luther,5,3,Episode 3,1/3/2019,TRUE
Luther,5,4,Episode 4,1/4/2019,TRUE
Marco Polo (2014),1,1,The Wayfarer,12/12/2014,TRUE
Marco Polo (2014),1,2,The Wolf and the Deer,12/12/2014,TRUE
Marco Polo (2014),1,3,Feast,12/12/2014,TRUE
Marco Polo (2014),1,4,The Fourth Step,12/12/2014,TRUE
Marco Polo (2014),1,5,Hashshashin,12/12/2014,TRUE
Marco Polo (2014),1,6,White Moon,12/12/2014,TRUE
Marco Polo (2014),1,7,The Scholar's Pen,12/12/2014,TRUE
Marco Polo (2014),1,8,Rendering,12/12/2014,TRUE
Marco Polo (2014),1,9,Prisoners,12/12/2014,TRUE
Marco Polo (2014),1,10,The Heavenly and Primal,12/12/2014,TRUE
Marco Polo (2014),2,1,Hunter and the Sable Weaver,7/1/2016,TRUE
Marco Polo (2014),2,2,Hug,7/1/2016,TRUE
Marco Polo (2014),2,3,Measure Against the Linchpin,7/1/2016,TRUE
Marco Polo (2014),2,4,Let God's Work Begin,7/1/2016,TRUE
Marco Polo (2014),2,5,Lullaby,7/1/2016,TRUE
Marco Polo (2014),2,6,Serpent's Terms,7/1/2016,TRUE
Marco Polo (2014),2,7,Lost Crane,7/1/2016,TRUE
Marco Polo (2014),2,8,Whitehorse,7/1/2016,TRUE
Marco Polo (2014),2,9,Heirs,7/1/2016,TRUE
Marco Polo (2014),2,10,The Fellowship,7/1/2016,TRUE
Marvel's Agents of S.H.I.E.L.D.,1,1,Pilot,9/24/2013,TRUE
Marvel's Agents of S.H.I.E.L.D.,1,2,0-8-4,10/1/2013,TRUE
Marvel's Agents of S.H.I.E.L.D.,1,3,The Asset,10/8/2013,TRUE
Marvel's Agents of S.H.I.E.L.D.,1,4,Eye Spy,10/15/2013,TRUE
Marvel's Agents of S.H.I.E.L.D.,1,5,Girl in the Flower Dress,10/22/2013,TRUE
Marvel's Agents of S.H.I.E.L.D.,1,6,F.Z.Z.T.,11/5/2013,TRUE
Marvel's Agents of S.H.I.E.L.D.,1,7,The Hub,11/12/2013,TRUE
Marvel's Agents of S.H.I.E.L.D.,1,8,The Well,11/19/2013,TRUE
Marvel's Agents of S.H.I.E.L.D.,1,9,Repairs,11/26/2013,TRUE
Marvel's Agents of S.H.I.E.L.D.,1,10,The Bridge,12/10/2013,TRUE
Marvel's Agents of S.H.I.E.L.D.,1,11,The Magical Place,1/7/2014,TRUE
Marvel's Agents of S.H.I.E.L.D.,1,12,Seeds,1/14/2014,TRUE
Marvel's Agents of S.H.I.E.L.D.,1,13,T.R.A.C.K.S.,2/4/2014,TRUE
Marvel's Agents of S.H.I.E.L.D.,1,14,T.A.H.I.T.I.,3/4/2014,TRUE
Marvel's Agents of S.H.I.E.L.D.,1,15,Yes Men,3/11/2014,TRUE
Marvel's Agents of S.H.I.E.L.D.,1,16,End of the Beginning,4/1/2014,TRUE
Marvel's Agents of S.H.I.E.L.D.,1,17,Turn Turn Turn,4/8/2014,TRUE
Marvel's Agents of S.H.I.E.L.D.,1,18,Providence,4/15/2014,TRUE
Marvel's Agents of S.H.I.E.L.D.,1,19,The Only Light in the Darkness,4/22/2014,TRUE
Marvel's Agents of S.H.I.E.L.D.,1,20,Nothing Personal,4/29/2014,TRUE
Marvel's Agents of S.H.I.E.L.D.,1,21,Ragtag,5/6/2014,TRUE
Marvel's Agents of S.H.I.E.L.D.,1,22,Beginning of the End,5/13/2014,TRUE
Marvel's Agents of S.H.I.E.L.D.,2,1,Shadows,9/23/2014,TRUE
Marvel's Agents of S.H.I.E.L.D.,2,2,Heavy Is the Head,9/30/2014,TRUE
Marvel's Agents of S.H.I.E.L.D.,2,3,Making Friends and Influencing People,10/7/2014,TRUE
Marvel's Agents of S.H.I.E.L.D.,2,4,Face My Enemy,10/14/2014,TRUE
Marvel's Agents of S.H.I.E.L.D.,2,5,A Hen in the Wolf House,10/21/2014,TRUE
Marvel's Agents of S.H.I.E.L.D.,2,6,A Fractured House,10/28/2014,TRUE
Marvel's Agents of S.H.I.E.L.D.,2,7,The Writing on the Wall,11/11/2014,TRUE
Marvel's Agents of S.H.I.E.L.D.,2,8,The Things We Bury,11/18/2014,TRUE
Marvel's Agents of S.H.I.E.L.D.,2,9,...Ye Who Enter Here,12/2/2014,TRUE
Marvel's Agents of S.H.I.E.L.D.,2,10,What They Become,12/9/2014,TRUE
Marvel's Agents of S.H.I.E.L.D.,2,11,Aftershocks,3/3/2015,TRUE
Marvel's Agents of S.H.I.E.L.D.,2,12,Who You Really Are,3/10/2015,TRUE
Marvel's Agents of S.H.I.E.L.D.,2,13,One of Us,3/17/2015,TRUE
Marvel's Agents of S.H.I.E.L.D.,2,14,Love in the Time of Hydra,3/24/2015,TRUE
Marvel's Agents of S.H.I.E.L.D.,2,15,One Door Closes,3/31/2015,TRUE
Marvel's Agents of S.H.I.E.L.D.,2,16,Afterlife,4/7/2015,TRUE
Marvel's Agents of S.H.I.E.L.D.,2,17,Melinda,4/14/2015,TRUE
Marvel's Agents of S.H.I.E.L.D.,2,18,The Frenemy of My Enemy,4/21/2015,TRUE
Marvel's Agents of S.H.I.E.L.D.,2,19,The Dirty Half Dozen,4/28/2015,TRUE
Marvel's Agents of S.H.I.E.L.D.,2,20,Scars,5/5/2015,TRUE
Marvel's Agents of S.H.I.E.L.D.,2,21,S.O.S. (1),5/12/2015,TRUE
Marvel's Agents of S.H.I.E.L.D.,2,22,S.O.S. (2),5/12/2015,TRUE
Marvel's Agents of S.H.I.E.L.D.,3,1,Laws of Nature,9/29/2015,TRUE
Marvel's Agents of S.H.I.E.L.D.,3,2,Purpose in the Machine,10/6/2015,TRUE
Marvel's Agents of S.H.I.E.L.D.,3,3,A Wanted (Inhu)man,10/13/2015,TRUE
Marvel's Agents of S.H.I.E.L.D.,3,4,Devils You Know,10/20/2015,TRUE
Marvel's Agents of S.H.I.E.L.D.,3,5,4722 Hours,10/27/2015,TRUE
Marvel's Agents of S.H.I.E.L.D.,3,6,Among Us Hide…,11/3/2015,TRUE
Marvel's Agents of S.H.I.E.L.D.,3,7,Chaos Theory,11/10/2015,TRUE
Marvel's Agents of S.H.I.E.L.D.,3,8,Many Heads One Tale,11/17/2015,TRUE
Marvel's Agents of S.H.I.E.L.D.,3,9,Closure,12/1/2015,TRUE
Marvel's Agents of S.H.I.E.L.D.,3,10,Maveth,12/8/2015,TRUE
Marvel's Agents of S.H.I.E.L.D.,3,11,Bouncing Back,3/8/2016,TRUE
Marvel's Agents of S.H.I.E.L.D.,3,12,The Inside Man,3/15/2016,TRUE
Marvel's Agents of S.H.I.E.L.D.,3,13,Parting Shot,3/22/2016,TRUE
Marvel's Agents of S.H.I.E.L.D.,3,14,Watchdogs,3/29/2016,TRUE
Marvel's Agents of S.H.I.E.L.D.,3,15,Spacetime,4/5/2016,TRUE
Marvel's Agents of S.H.I.E.L.D.,3,16,Paradise Lost,4/12/2016,TRUE
Marvel's Agents of S.H.I.E.L.D.,3,17,The Team,4/19/2016,TRUE
Marvel's Agents of S.H.I.E.L.D.,3,18,The Singularity,4/26/2016,TRUE
Marvel's Agents of S.H.I.E.L.D.,3,19,Failed Experiments,5/3/2016,TRUE
Marvel's Agents of S.H.I.E.L.D.,3,20,Emancipation,5/10/2016,TRUE
Marvel's Agents of S.H.I.E.L.D.,3,21,Absolution (1),5/17/2016,TRUE
Marvel's Agents of S.H.I.E.L.D.,3,22,Ascension (2),5/17/2016,TRUE
Marvel's Agents of S.H.I.E.L.D.,4,1,Ghost Rider - The Ghost,9/20/2016,TRUE
Marvel's Agents of S.H.I.E.L.D.,4,2,Ghost Rider - Meet the New Boss,9/27/2016,TRUE
Marvel's Agents of S.H.I.E.L.D.,4,3,Ghost Rider - Uprising,10/11/2016,TRUE
